"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
41.8893,38.0547,,385,,481,494,17.2429,,1,0.2,
41.8893,38.0547,,386,,482,496,17.2429,,1,0.2,
41.8893,38.0547,,387,,483,497,17.2429,,2,0.2,
41.8893,36.1199,,388,,484,498,17.2429,,2,0.2,
41.8893,34.1701,,389,,486,499,17.2429,,1,0.2,
41.8893,32.5708,,390,,487,501,17.2429,,1,0.2,
41.8893,34.1701,,391,,488,502,17.2429,,1,0.2,
41.8893,34.1701,,392,,489,503,17.2429,,2,0.2,
41.8893,34.1701,,393,,491,504,17.2429,,2,0.2,
41.8893,25.0121,,394,,492,506,17.2429,,1,0.2,
41.8893,23.5086,,395,,493,507,17.2429,,1,0.2,
41.8893,23.5086,,396,,494,508,17.2429,,1,0.2,
