"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
-61.745,-34.4448,,476,,594,608,-70.7273,,1,0.35,
-61.745,-34.4448,,477,,596,609,-70.7273,,1,0.35,
-61.745,-34.4448,,478,,597,611,-70.7273,,1,0.35,
-61.745,-33.7961,,479,,598,612,-70.7273,,1,0.35,
-61.745,-33.1393,,480,,599,613,-70.7273,,2,0.35,
-61.745,-33.7961,,481,,601,614,-70.7273,,2,0.35,
-61.745,-37.1317,,482,,602,616,-61.745,,2,0.5,
-61.745,-37.9342,,483,,603,617,-61.745,,2,0.5,
-61.745,-54.6585,,484,,604,618,-61.745,,2,0.5,
-61.745,-54.6585,,485,,606,619,-61.745,,2,0.5,
-61.745,-54.6585,,486,,607,621,-61.745,,1,0.5,
-61.745,-60.1833,,487,,608,622,-61.745,,2,0.5,
-61.745,-60.1833,,488,,609,623,-61.745,,2,0.5,
-61.745,-58.2556,,489,,611,624,-61.745,,2,0.5,
-61.745,-59.6909,,490,,612,626,-61.745,,1,0.5,
-61.745,-59.6909,,491,,613,627,-61.745,,1,0.5,
-61.745,-59.6909,,492,,614,628,-61.745,,2,0.5,
-61.745,-61.1527,,493,,616,629,-61.745,,2,0.5,
-61.745,-64.8747,,494,,617,631,-61.745,,2,0.5,
-61.745,-66.4537,,495,,618,632,-61.745,,2,0.5,
-61.745,-68.045,,496,,619,633,-61.745,,2,0.5,
-61.745,-68.045,,497,,621,634,-61.745,,1,0.5,
-61.745,-64.1543,,498,,622,636,-61.745,,2,0.5,
-61.745,-66.7183,,499,,623,637,-61.745,,1,0.5,
-61.745,-65.5379,,500,,624,638,-61.745,,1,0.5,
-61.745,-63.2142,,501,,626,639,-61.745,,1,0.5,
-61.745,-63.2142,,502,,627,641,-61.745,,2,0.5,
-61.745,-63.2142,,503,,628,642,-61.745,,2,0.5,
-61.745,-63.2142,,504,,629,643,-61.745,,1,0.5,
-61.745,-63.2142,,505,,631,644,-61.745,,1,0.5,
-61.745,-63.2142,,506,,632,646,-61.745,,1,0.5,
-61.745,-63.6031,,507,,633,647,-61.745,,1,0.5,
-61.745,-61.745,,508,,634,648,-61.745,,2,0.5,
-61.745,-61.745,,509,,636,649,-61.745,,2,0.5,
-61.745,-62.4816,,510,,637,651,-61.745,,1,0.5,
-61.745,-61.8707,,511,,638,652,-61.745,,2,0.5,
-61.745,-61.8707,,512,,639,653,-61.745,,2,0.5,
-61.745,-61.8707,,513,,641,654,-61.745,,1,0.5,
-61.745,-61.1879,,514,,642,656,-61.745,,1,0.5,
